id,sourcePort,destinationPort,distance
1622,Phnom Penh (PNH),Phumy (PHU),225
1623,Phnom Penh (PNH),Sriracha Harbor (SRC),781
1624,Phnom Penh (PNH),Vung Tau (VUT),195
1625,Panjang (PNJ),Bahodopi (BHDP),1345
1626,Panjang (PNJ),Bangkok (BK),1405
1627,Panjang (PNJ),Dumai (DMI),1050
1628,Panjang (PNJ),Futong (FTG),690
1629,Panjang (PNJ),HO CHI MINH (HCM),1080
1630,Panjang (PNJ),Kuantan (KT),740
1631,Panjang (PNJ),Lahad Datu (LDU),1470
1632,Panjang (PNJ),Malacca (MAL),729
1633,Panjang (PNJ),Manila Habour (MNL),1935
1634,Panjang (PNJ),My Tho (MUT),1100
1635,Panjang (PNJ),Nunukan (NNX),1560
1636,Panjang (PNJ),Port Klang (PKL),795
1637,Panjang (PNJ),Penang (PNG),954
1638,Panjang (PNJ),Semarang - Tanjung Emas (SRG),360
1639,Panjang (PNJ),Tanjung Batu (TJQ),275
1640,Poso (POSO),Bintulu (BIN),1375
1641,Poso (POSO),Bangkok (BK),2170
1642,Poso (POSO),Kuantan (KT),1850
1643,Poso (POSO),Sriracha Harbor (SRC),2120
1644,Poso (POSO),Tawau (TAW),840
1645,Pontianak (POT),Batam (BAT),336
1646,Pontianak (POT),Bahodopi (BHDP),1365
1647,Pontianak (POT),Bintulu (BIN),426
1648,Pontianak (POT),Bangkok (BK),1075
1649,Pontianak (POT),Balikpapan (BPN),842
1650,Pontianak (POT),Belawan (BRW),720
1651,Pontianak (POT),Dumai (DMI),510
1652,Pontianak (POT),Futong (FTG),770
1653,Pontianak (POT),HO CHI MINH (HCM),576
1654,Pontianak (POT),Jakarta (JAK),430
1655,Pontianak (POT),Kemaman (KMN),460
1656,Pontianak (POT),Ko Sichang (KSI),1060
1657,Pontianak (POT),Kuantan (KT),445
1658,Pontianak (POT),Kuching (KUC),276
1659,Pontianak (POT),Labuan (LBN),615
1660,Pontianak (POT),Lahad Datu (LDU),1130
1661,Pontianak (POT),Malacca (MAL),500
1662,Pontianak (POT),Manila Habour (MNL),1245
1663,Pontianak (POT),My Tho (MUT),710
1664,Pontianak (POT),Nunukan (NNX),1115
1665,Pontianak (POT),Pasir Gudang (PAS),352
1666,Pontianak (POT),Phumy (PHU),590
1667,Pontianak (POT),Port Klang (PKL),569
1668,Pontianak (POT),Palembang (PLB),372
1669,Pontianak (POT),Penang (PNG),750
1670,Pontianak (POT),Sandakan (SAN),850
1671,Pontianak (POT),Sandakan (SAN),969
1672,Pontianak (POT),Sibu (SIB),378
1673,Pontianak (POT),Songkhla (SK),719
1674,Pontianak (POT),Semarang - Tanjung Emas (SRG),500
1675,Pontianak (POT),Tacloban (TAC),1350
1676,Pontianak (POT),Tawau (TAW),1093
1677,Pontianak (POT),Terengganu (TGG),540
1678,Pontianak (POT),Tanjung Batu (TJQ),220
1679,Pontianak (POT),Tanjung Priok (TP),441
1680,Pattani (PTN),Ayutthaya - Bangpain (AB),475
1681,Pattani (PTN),Ayutthaya - Nakorn Luang (ANL),520
1682,Pusan (PUS),Ningde (NDE),790
1683,Quy Nhon (QNN),Bangkok (BK),932
1684,Quy Nhon (QNN),HO CHI MINH (HCM),350
1685,Quy Nhon (QNN),Kuantan (KT),710
1686,Quy Nhon (QNN),Sampit (SMQ),1245
1687,Quy Nhon (QNN),Tanjung Priok (TP),1242
1688,Yangon (RGN),Bangkok (BK),1968
1689,Yangon (RGN),Bang Sapan (BS),1810
1690,Yangon (RGN),Godau port  (GDP),1776
1691,Yangon (RGN),HO CHI MINH (HCM),1826
1692,Yangon (RGN),Rayong (IRPC),1815
1693,Yangon (RGN),Kemaman (KMN),1345
1694,Yangon (RGN),Kuantan (KT),1326
1695,Yangon (RGN),Kantang (KTG),668
1696,Yangon (RGN),Malacca (MAL),996
1697,Yangon (RGN),Maptaphut (MAT),1874
1698,Yangon (RGN),Pasir Gudang (PAS),1125
1699,Yangon (RGN),Phumy (PHU),1789
1700,Yangon (RGN),Port Klang (PKL),947
1701,Yangon (RGN),Penang (PNG),910
1702,Yangon (RGN),Songkhla (SK),1618
1703,Yangon (RGN),Son Duong (SOD),2285
1704,Yangon (RGN),Sriracha Harbor (SRC),1944
1705,Yangon (RGN),Terengganu (TGG),1420
1706,Yangon (RGN),Ranong (UNN),492
1707,Yangon (RGN),Vung Tau (VUT),1759
1708,Sandakan (SAN),Bintulu (BIN),531
1709,Sandakan (SAN),Bintulu (BIN),531
1710,Sandakan (SAN),Bangkok (BK),1595
1711,Sandakan (SAN),Bang Sapan (BS),1465
1712,Sandakan (SAN),K.K. Kota Kinabalu (KK),223
1713,Sandakan (SAN),Kuching (KUC),663
1714,Sandakan (SAN),Lahad Datu (LDU),169
1715,Sandakan (SAN),Pasir Gudang (PAS),1012
1716,Sandakan (SAN),Port Klang (PKL),1413
1717,Sandakan (SAN),Palembang (PLB),1338
1718,Sandakan (SAN),Pontianak (POT),862
1719,Sandakan (SAN),Pontianak (POT),969
1720,Sandakan (SAN),Songkhla (SK),1157
1721,Sandakan (SAN),Tawau (TAW),265
1722,Sandakan (SAN),Tawau (TAW),255
1723,Sattahip (SATP),Kuching (KUC),909
1724,Singapore (SG),Bangpakong (BAK),825
1725,Singapore (SG),Bahodopi (BHDP),1585
1726,Singapore (SG),Bintulu (BIN),600
1727,Singapore (SG),Bangkok (BK),850
1728,Singapore (SG),Bang Sapan (BS),720
1729,Singapore (SG),Dumai (DMI),200
1730,Singapore (SG),Futong (FTG),260
1731,Singapore (SG),Godau port  (GDP),630
1732,Sungai Guntung (SGGT),Bahodopi (BHDP),1530
1733,Sungai Guntung (SGGT),Bintulu (BIN),600
1734,Sungai Guntung (SGGT),Bangkok (BK),960
1735,Sungai Guntung (SGGT),Cigading (CIG),550
1736,Sungai Guntung (SGGT),Dumai (DMI),20
1737,Sungai Guntung (SGGT),Futong (FTG),100
1738,Sungai Guntung (SGGT),Godau port  (GDP),770
1739,Sungai Guntung (SGGT),HO CHI MINH (HCM),760
1740,Sungai Guntung (SGGT),K.K. Kota Kinabalu (KK),830
1741,Sungai Guntung (SGGT),Kemaman (KMN),330
1742,Sungai Guntung (SGGT),Kuantan (KT),300
1743,Sungai Guntung (SGGT),Kuching (KUC),360
1744,Sungai Guntung (SGGT),Labuan (LBN),810
1745,Sungai Guntung (SGGT),Lahad Datu (LDU),1290
1746,Sungai Guntung (SGGT),MAP,900
1747,Sungai Guntung (SGGT),Manila Habour (MNL),1390
1748,Sungai Guntung (SGGT),My Tho (MUT),710
1749,Sungai Guntung (SGGT),Nunukan (NNX),1280
1750,Sungai Guntung (SGGT),Pasir Gudang (PAS),185
1751,Sungai Guntung (SGGT),Port Klang (PKL),402
1752,Sungai Guntung (SGGT),Songkhla (SK),600
1753,Sungai Guntung (SGGT),Son Duong (SOD),1390
1754,Sungai Guntung (SGGT),Semarang - Tanjung Emas (SRG),695
1755,Sungai Guntung (SGGT),Tanjung Batu (TJQ),500
1756,Sungai Guntung (SGGT),Tanjung Priok (TP),540
1757,Sungai Guntung (SGGT),Tha Sala (TSL),680
1758,Singapore (SG),Jakarta (JAK),526
1759,Singapore (SG),Kemaman (KMN),234
1760,Singapore (SG),Kuantan (KT),220
1761,Singapore (SG),Kuching (KUC),415
1762,Singapore (SG),Labuan (LBN),753
1763,Singapore (SG),Lahad Datu (LDU),1350
1764,Singapore (SG),Malacca (MAL),135
1765,Singapore (SG),Maptaphut (MAT),765
1766,Singapore (SG),Century Harbour (MHI),840
1767,Singapore (SG),Manila Habour (MNL),1360
1768,Singapore (SG),My Tho (MUT),645
1769,Singapore (SG),Nunukan (NNX),1275
1770,Singapore (SG),Pasir Gudang (PAS),36
1771,Singapore (SG),Phumy (PHU),640
1772,Singapore (SG),Port Klang (PKL),208
1773,Singapore (SG),Songkhla (SK),520
1774,Singapore (SG),Son Duong (SOD),1180
1775,Singapore (SG),Semarang - Tanjung Emas (SRG),670
1776,Singapore (SG),Surabaya (SUBY),760
1777,Singapore (SG),Tacloban (TAC),1490
1778,Singapore (SG),Tawau (TAW),1240
1779,Singapore (SG),Terengganu (TGG),1338
1780,Singapore (SG),TJM,466
1781,Singapore (SG),Tanjung Batu (TJQ),360
1782,Singapore (SG),Tha Sala (TSL),600
1783,Singapore (SG),Vung Tau (VUT),610
1784,Steung Hav (SHV),Bangkok (BK),298
1785,Steung Hav (SHV),Bang Sapan (BS),243
1786,Steung Hav (SHV),Godau port  (GDP),445
1787,Steung Hav (SHV),Phumy (PHU),459
1788,Steung Hav (SHV),Vung Tau (VUT),429
1789,Sibu (SIB),Bangkok (BK),1134
1790,Sibu (SIB),Malacca (MAL),657
1791,Sibu (SIB),Pontianak (POT),378
1792,Sibu (SIB),Songkhla (SK),789
1793,Srihanoville (SIH),Bangkok (BK),286
1794,Srihanoville (SIH),Godau port  (GDP),380
1795,Srihanoville (SIH),HO CHI MINH (HCM),400
1796,Srihanoville (SIH),Kuantan (KT),415
1797,Srihanoville (SIH),Laem Chabang (LCB),235
1798,Srihanoville (SIH),Maptaphut (MAT),200
1799,Srihanoville (SIH),Songkhla (SK),278
1800,Srihanoville (SIH),Surat Thanee (SRT),330
1801,Sipitang (SIP),Bintulu (BIN),280
1802,Sipitang (SIP),Bangkok (BK),1352
1803,Sipitang (SIP),Godau port  (GDP),630
1804,Sipitang (SIP),HO CHI MINH (HCM),648
1805,Sipitang (SIP),K.K. Kota Kinabalu (KK),130
1806,Sipitang (SIP),Kuantan (KT),763
1807,Sipitang (SIP),Kuching (KUC),441
1808,Sipitang (SIP),Labuan (LBN),22
1809,Sipitang (SIP),Malacca (MAL),880
1810,Sipitang (SIP),Songkhla (SK),909
1811,Sipitang (SIP),Tanjong Manis (TGM),413
1812,Songkhla (SK),Ayutthaya - Bangpain (AB),455
1813,Songkhla (SK),Ayutthaya - Nakorn Luang (ANL),500
1814,Songkhla (SK),Bangpakong (BAK),297
1815,Songkhla (SK),Batam (BAT),490
1816,Songkhla (SK),Bahodopi (BHDP),1955
1817,Songkhla (SK),Bintulu (BIN),802
1818,Songkhla (SK),Bangkok (BK),420
1819,Songkhla (SK),Balikpapan (BPN),1490
1820,Songkhla (SK),Brunei (BRU),900
1821,Songkhla (SK),Belawan (BRW),867
1822,Songkhla (SK),Bang Sapan (BS),250
1823,Songkhla (SK),Bintan (BTN),527
1824,Songkhla (SK),Cat Lai (CLI),515
1825,Songkhla (SK),Cam Pha (CPH),1302
1826,Songkhla (SK),Danang (DAD),956
1827,Songkhla (SK),Dumai (DMI),696
1828,Songkhla (SK),Dung Quat (DQT),855
1829,Songkhla (SK),Davao (Sasa Wharf) (DVO),1701
1830,Songkhla (SK),Futong (FTG),690
1831,Songkhla (SK),Godau port  (GDP),500
1832,Songkhla (SK),HO CHI MINH (HCM),520
1833,Songkhla (SK),Halong Bay (HLG),1243
1834,Songkhla (SK),Hon Gai (HON),1229
1835,Songkhla (SK),Haiphong (HPH),1254
1836,Songkhla (SK),Rayong (IRPC),342
1837,Songkhla (SK),Khanom (KHM),144
1838,Songkhla (SK),K.K. Kota Kinabalu (KK),1030
1839,Songkhla (SK),Kedah (KKH),918
1840,Songkhla (SK),Kelantan (KLT),125
1841,Songkhla (SK),Kemaman (KMN),305
1842,Songkhla (SK),Ko Sichang (KSI),365
1843,Songkhla (SK),Kuantan (KT),310
1844,Songkhla (SK),Kantang (KTG),1022
1845,Songkhla (SK),Kuching (KUC),723
1846,Songkhla (SK),KUM,998
1847,Songkhla (SK),Labuan (LBN),989
1848,Songkhla (SK),Laem Chabang (LCB),360
1849,Songkhla (SK),Lahad Datu (LDU),1400
1850,Songkhla (SK),Lumut (LUM),760
1851,Songkhla (SK),Malacca (MAL),637
1852,Songkhla (SK),Maptaphut (MAT),340
1853,Songkhla (SK),Century Harbour (MHI),392
1854,Songkhla (SK),Maeklong (Firesun) (MKG),385
1855,Songkhla (SK),Manila Habour (MNL),1290
1856,Songkhla (SK),Muara (MUR),919
1857,Songkhla (SK),My Tho (MUT),550
1858,Songkhla (SK),Narathiwat (NAW),110
1859,Songkhla (SK),Nghi Son (NGH),1170
1860,Songkhla (SK),Nunukan (NNX),1400
1861,Songkhla (SK),Pasir Gudang (PAS),512
1862,Songkhla (SK),Plathong Oil Rig (PATO),160
1863,Songkhla (SK),Port Klang (PKL),705
1864,Songkhla (SK),PAKAN Baru (PKRU),730
1865,Songkhla (SK),Penang (PNG),904
1866,Songkhla (SK),Pontianak (POT),719
1867,Songkhla (SK),Yangon (RGN),1618
1868,Songkhla (SK),Sandakan (SAN),1157
1869,Songkhla (SK),Singapore (SG),520
1870,Songkhla (SK),Sungai Guntung (SGGT),600
1871,Songkhla (SK),Sibu (SIB),789
1872,Songkhla (SK),Srihanoville (SIH),276
1873,Songkhla (SK),Sipitang (SIP),909
1874,Songkhla (SK),Son Duong (SOD),1078
1875,Songkhla (SK),Semarang - Tanjung Emas (SRG),1090
1876,Songkhla (SK),Sarekei (SRK),760
1877,Songkhla (SK),Surat Thanee (SRT),185
1878,Songkhla (SK),Tacloban (TAC),1590
1879,Songkhla (SK),Tagbilaran (TAG),1570
1880,Songkhla (SK),Tawau (TAW),1480
1881,Songkhla (SK),Terengganu (TGG),215
1882,Songkhla (SK),Tanjong Manis (TGM),752
1883,Songkhla (SK),Tanjung Batu (TJQ),790
1884,Songkhla (SK),Tha Sala (TSL),110
1885,Songkhla (SK),Ranong (UNN),1196
1886,Songkhla (SK),Can Tho (VCA),430
1887,Sampit (SMQ),Bahodopi (BHDP),975
1888,Sampit (SMQ),Bangkok (BK),1490
1889,Sampit (SMQ),Dumai (DMI),960
1890,Sampit (SMQ),Futong (FTG),770
1891,Sampit (SMQ),HO CHI MINH (HCM),1135
1892,Sampit (SMQ),Jakarta (JAK),458
1893,Sampit (SMQ),Ko Sichang (KSI),1500
1894,Sampit (SMQ),Lahad Datu (LDU),980
1895,Sampit (SMQ),Malacca (MAL),844
1896,Sampit (SMQ),Manila Habour (MNL),1685
1897,Sampit (SMQ),My Tho (MUT),1240
1898,Sampit (SMQ),Nunukan (NNX),860
1899,Sampit (SMQ),Pasir Gudang (PAS),730
1900,Sampit (SMQ),Quy Nhon (QNN),1245
1901,Sampit (SMQ),Semarang - Tanjung Emas (SRG),330
1902,Sampit (SMQ),Surabaya (SUBY),285
1903,Sampit (SMQ),Tacloban (TAC),1450
1904,Sampit (SMQ),Tanjung Batu (TJQ),450
1905,Sampit (SMQ),Tanjung Priok (TP),459
1906,Son Duong (SOD),Bahodopi (BHDP),2460
1907,Son Duong (SOD),Bangkok (BK),1264
1908,Son Duong (SOD),Balikpapan (BPN),1580
1909,Son Duong (SOD),Bang Sapan (BS),1231
1910,Son Duong (SOD),Cayagan de Oro City (Macabalan wharf) (CDO),1275
1911,Son Duong (SOD),Cat Lai (CLI),700
1912,Son Duong (SOD),Cam Pha (CPH),202
1913,Son Duong (SOD),Dumai (DMI),1480
1914,Son Duong (SOD),Dung Quat (DQT),215
1915,Son Duong (SOD),Davao (Sasa Wharf) (DVO),1557
1916,Son Duong (SOD),Futong (FTG),1430
1917,Son Duong (SOD),Godau port  (GDP),664
1918,Son Duong (SOD),Hong Kong (HKG),580
1919,Son Duong (SOD),Hon Gai (HON),199
1920,Son Duong (SOD),Haiphong (HPH),194
1921,Son Duong (SOD),Jakarta (JAK),1546
1922,Son Duong (SOD),Kuching (KUC),1079
1923,Son Duong (SOD),KUM,1740
1924,Son Duong (SOD),Lahad Datu (LDU),1270
1925,Son Duong (SOD),Lumut (LUM),1660
1926,Son Duong (SOD),Maptaphut (MAT),1167
1927,Son Duong (SOD),Manila Habour (MNL),880
1928,Son Duong (SOD),My Tho (MUT),715
1929,Son Duong (SOD),Nghi Son (NGH),100
1930,Son Duong (SOD),Nunukan (NNX),1255
1931,Son Duong (SOD),Phumy (PHU),677
1932,Son Duong (SOD),Port Klang (PKL),1395
1933,Son Duong (SOD),Penang (PNG),1567
1934,Son Duong (SOD),Yangon (RGN),2285
1935,Son Duong (SOD),Singapore (SG),1180
1936,Son Duong (SOD),Sungai Guntung (SGGT),1390
1937,Son Duong (SOD),Songkhla (SK),1078
1938,Son Duong (SOD),Semarang - Tanjung Emas (SRG),1820
1939,Son Duong (SOD),Surabaya (SUBY),1695
1940,Son Duong (SOD),Tacloban (TAC),1400
1941,Son Duong (SOD),Tagbilaran (TAG),1353
1942,Son Duong (SOD),Tanjung Batu (TJQ),1530
1943,Son Duong (SOD),Vung Ang (VAG),280
1944,Son Duong (SOD),Can Tho (VCA),884
1945,Son Duong (SOD),Vung Tau (VUT),647
1946,Sriracha Harbor (SRC),Bahodopi (BHDP),2130
1947,Sriracha Harbor (SRC),Bahodopi (BHDP),2260
1948,Sriracha Harbor (SRC),Bangkok (BK),60
1949,Sriracha Harbor (SRC),Dumai (DMI),1012
1950,Sriracha Harbor (SRC),Malacca (MAL),973
1951,Sriracha Harbor (SRC),Muara (MUR),1202
1952,Sriracha Harbor (SRC),Phnom Penh (PNH),781
1953,Sriracha Harbor (SRC),Poso (POSO),2120
1954,Sriracha Harbor (SRC),Yangon (RGN),1944
1955,Sriracha Harbor (SRC),Terengganu (TGG),550
1956,Sriracha Harbor (SRC),Ranong (UNN),1530
1957,Semarang - Tanjung Emas (SRG),Bangpakong (BAK),1400
1958,Semarang - Tanjung Emas (SRG),Bintulu (BIN),845
1959,Semarang - Tanjung Emas (SRG),Bangkok (BK),1420
1960,Semarang - Tanjung Emas (SRG),Bourbon (BOUR),1125
1961,Semarang - Tanjung Emas (SRG),Bang Sapan (BS),1390
1962,Semarang - Tanjung Emas (SRG),Godau port  (GDP),1125
1963,Semarang - Tanjung Emas (SRG),HO CHI MINH (HCM),1100
1964,Semarang - Tanjung Emas (SRG),Jakarta (JAK),280
1965,Semarang - Tanjung Emas (SRG),K.K. Kota Kinabalu (KK),1130
1966,Semarang - Tanjung Emas (SRG),Kemaman (KMN),800
1967,Semarang - Tanjung Emas (SRG),Kuantan (KT),790
1968,Semarang - Tanjung Emas (SRG),Kuching (KUC),720
1969,Semarang - Tanjung Emas (SRG),Labuan (LBN),1020
1970,Semarang - Tanjung Emas (SRG),Laem Chabang (LCB),1385
1971,Semarang - Tanjung Emas (SRG),Malacca (MAL),795
1972,Semarang - Tanjung Emas (SRG),Maptaphut (MAT),1365
1973,Semarang - Tanjung Emas (SRG),Century Harbour (MHI),1410
1974,Semarang - Tanjung Emas (SRG),Pasir Gudang (PAS),665
1975,Semarang - Tanjung Emas (SRG),Port Klang (PKL),870
1976,Semarang - Tanjung Emas (SRG),Palembang (PLB),500
1977,Semarang - Tanjung Emas (SRG),Penang (PNG),970
1978,Semarang - Tanjung Emas (SRG),Panjang (PNJ),360
1979,Semarang - Tanjung Emas (SRG),Pontianak (POT),500
1980,Semarang - Tanjung Emas (SRG),Singapore (SG),670
1981,Semarang - Tanjung Emas (SRG),Sungai Guntung (SGGT),695
1982,Semarang - Tanjung Emas (SRG),Songkhla (SK),1090
1983,Semarang - Tanjung Emas (SRG),Sampit (SMQ),330
1984,Semarang - Tanjung Emas (SRG),Son Duong (SOD),1820
1985,Semarang - Tanjung Emas (SRG),Surabaya (SUBY),215
1986,Semarang - Tanjung Emas (SRG),Tawau (TAW),980
1987,Semarang - Tanjung Emas (SRG),Terengganu (TGG),990
1988,Semarang - Tanjung Emas (SRG),Tha Sala (TSL),1155
1989,Semarang - Tanjung Emas (SRG),Vung Tau (VUT),1075
1990,Sarekei (SRK),Bintulu (BIN),216
1991,Sarekei (SRK),Bangkok (BK),1132
1992,Sarekei (SRK),K.K. Kota Kinabalu (KK),452
1993,Sarekei (SRK),Kemaman (KMN),512
1994,Sarekei (SRK),Kuantan (KT),512
1995,Sarekei (SRK),Songkhla (SK),760
1996,Sarekei (SRK),Surat Thanee (SRT),904
1997,Sarekei (SRK),Tawau (TAW),897
1998,Sarekei (SRK),Tanjong Manis (TGM),28
1999,Sarekei (SRK),Tha Sala (TSL),836
2000,Surat Thanee (SRT),Ayutthaya - Bangpain (AB),341
2001,Surat Thanee (SRT),Ayutthaya - Nakorn Luang (ANL),386
2002,Surat Thanee (SRT),Bangpakong (BAK),280
2003,Surat Thanee (SRT),Bangkok (BK),296
2004,Surat Thanee (SRT),Cayagan de Oro City (Macabalan wharf) (CDO),1751
2005,Surat Thanee (SRT),Chantaburi LaemSing (CLS),256
2006,Surat Thanee (SRT),Dung Quat (DQT),940
2007,Surat Thanee (SRT),Davao (Sasa Wharf) (DVO),1839
2008,Surat Thanee (SRT),Godau port  (GDP),619
2009,Surat Thanee (SRT),Jakarta (JAK),1130
2010,Surat Thanee (SRT),Khanom (KHM),49
2011,Surat Thanee (SRT),Kemaman (KMN),443
2012,Surat Thanee (SRT),Kampot (KMP),340
2013,Surat Thanee (SRT),Ko Sichang (KSI),260
2014,Surat Thanee (SRT),Kor Samui (KSM),47
2015,Surat Thanee (SRT),Laem Chabang (LCB),250
2016,Surat Thanee (SRT),Maptaphut (MAT),235
2017,Surat Thanee (SRT),Century Harbour (MHI),266
2018,Surat Thanee (SRT),Maeklong (Firesun) (MKG),265
2019,Surat Thanee (SRT),Muara (MUR),1046
2020,Surat Thanee (SRT),Oknha Mong Port (OMP),330
2021,Surat Thanee (SRT),Phra Chulachomklao Fort (PCF),275
2022,Surat Thanee (SRT),Srihanoville (SIH),330
2023,Surat Thanee (SRT),Songkhla (SK),185
2024,Surat Thanee (SRT),Sarekei (SRK),904
2025,Surat Thanee (SRT),Surabaya (SUBY),1332
2026,Surat Thanee (SRT),Terengganu (TGG),363
2027,Sarawak (SRW),Bangkok (BK),980
2028,Sarawak (SRW),Kuantan (KT),456
2029,Sarawak (SRW),Malacca (MAL),583
2030,Sritama Jetty (STM),Kuantan (KT),410
2031,Sritama Jetty (STM),Tha Sala (TSL),775
2032,Surabaya (SUBY),BA,1360
2033,Surabaya (SUBY),Bintulu (BIN),1360
2034,Surabaya (SUBY),Bangkok (BK),1545
2035,Surabaya (SUBY),Bang Sapan (BS),1360
2036,Surabaya (SUBY),Cigading (CIG),460
2037,Surabaya (SUBY),Fangcheng (FAN),1880
2038,Surabaya (SUBY),HO CHI MINH (HCM),1330
2039,Surabaya (SUBY),Jakarta (JAK),386
2040,Surabaya (SUBY),KEM ,886
2041,Surabaya (SUBY),K.K. Kota Kinabalu (KK),1146
2042,Surabaya (SUBY),Kuantan (KT),874
2043,Surabaya (SUBY),Kuching (KUC),844
2044,Surabaya (SUBY),Labuan (LBN),1087
2045,Surabaya (SUBY),Pasir Gudang (PAS),766
2046,Surabaya (SUBY),Palembang (PLB),700
2047,Surabaya (SUBY),Singapore (SG),760
2048,Surabaya (SUBY),Sampit (SMQ),285
2049,Surabaya (SUBY),Son Duong (SOD),1695
2050,Surabaya (SUBY),Semarang - Tanjung Emas (SRG),215
2051,Surabaya (SUBY),Surat Thanee (SRT),1332
2052,Surabaya (SUBY),Tawau (TAW),918
2053,Surabaya (SUBY),Terengganu (TGG),950
2054,Surabaya (SUBY),Tanjong Manis (TGM),865
2055,Tacloban (TAC),Bintulu (BIN),970
2056,Tacloban (TAC),Bangkok (BK),1760
2057,Tacloban (TAC),Bontang (BXT),930
2058,Tacloban (TAC),Davao (Sasa Wharf) (DVO),430
2059,Tacloban (TAC),Godau port  (GDP),1280
2060,Tacloban (TAC),HO CHI MINH (HCM),1250
2061,Tacloban (TAC),Haiphong (HPH),1490
2062,Tacloban (TAC),Jakarta (JAK),1790
2063,Tacloban (TAC),K.K. Kota Kinabalu (KK),730
2064,Tacloban (TAC),Kemaman (KMN),1440
2065,Tacloban (TAC),Kuantan (KT),1455
2066,Tacloban (TAC),Kuching (KUC),1155
2067,Tacloban (TAC),Labuan (LBN),815
2068,Tacloban (TAC),Laem Chabang (LCB),1745
2069,Tacloban (TAC),Lahad Datu (LDU),630
2070,Tacloban (TAC),Maptaphut (MAT),1724
2071,Tacloban (TAC),Century Harbour (MHI),1780
2072,Tacloban (TAC),Manila Habour (MNL),570
2073,Tacloban (TAC),Pasir Gudang (PAS),1490
2074,Tacloban (TAC),Port Klang (PKL),1690
2075,Tacloban (TAC),Palembang (PLB),1620
2076,Tacloban (TAC),Penang (PNG),1840
2077,Tacloban (TAC),Pontianak (POT),1350
2078,Tacloban (TAC),Singapore (SG),1490
2079,Tacloban (TAC),Songkhla (SK),1590
2080,Tacloban (TAC),Sampit (SMQ),1450
2081,Tacloban (TAC),Son Duong (SOD),1400
2082,Tacloban (TAC),Tawau (TAW),680
2083,Tacloban (TAC),Terengganu (TGG),1450
2084,Tacloban (TAC),Vung Tau (VUT),1230
2085,Tagbilaran (TAG),Bintulu (BIN),843
2086,Tagbilaran (TAG),Bangkok (BK),1933
2087,Tagbilaran (TAG),Cat Lai (CLI),1115
2088,Tagbilaran (TAG),Cam Pha (CPH),1529
2089,Tagbilaran (TAG),Dung Quat (DQT),1005
2090,Tagbilaran (TAG),Hon Gai (HON),1526
2091,Tagbilaran (TAG),Haiphong (HPH),1379
2092,Tagbilaran (TAG),Songkhla (SK),1570
2093,Tagbilaran (TAG),Son Duong (SOD),1353
2094,Tagbilaran (TAG),Tawau (TAW),544
2095,Tagbilaran (TAG),Tanjong Manis (TGM),970
2096,Tagbilaran (TAG),Can Tho (VCA),1138
2097,Tarjun (TAR),Bahodopi (BHDP),720
2098,Tarjun (TAR),Bangkok (BK),1630
2099,Tarjun (TAR),HO CHI MINH (HCM),1320
2100,Tarjun (TAR),Haiphong (HPH),1950
2101,Tawau (TAW),Bahodopi (BHDP),850
2102,Tawau (TAW),Bintulu (BIN),785
2103,Tawau (TAW),Bangkok (BK),1820
2104,Tawau (TAW),Balikpapan (BPN),418
2105,Tawau (TAW),Brunei (BRU),584
2106,Tawau (TAW),Cayagan de Oro City (Macabalan wharf) (CDO),568
2107,Tawau (TAW),Cat Lai (CLI),1050
2108,Tawau (TAW),Cam Pha (CPH),1558
2109,Tawau (TAW),Dumai (DMI),1610
2110,Tawau (TAW),Dung Quat (DQT),1000
2111,Tawau (TAW),Davao (Sasa Wharf) (DVO),575
2112,Tawau (TAW),Futong (FTG),1340
2113,Tawau (TAW),HO CHI MINH (HCM),1211
2114,Tawau (TAW),Hon Gai (HON),1555
2115,Tawau (TAW),Haiphong (HPH),1405
2116,Tawau (TAW),Jakarta (JAK),1160
2117,Tawau (TAW),K.K. Kota Kinabalu (KK),450
2118,Tawau (TAW),Kuantan (KT),1229
2119,Tawau (TAW),Laem Chabang (LCB),1485
2120,Tawau (TAW),Lahad Datu (LDU),150
2121,Tawau (TAW),Lumut (LUM),1430
2122,Tawau (TAW),Malacca (MAL),1356
2123,Tawau (TAW),Manila Habour (MNL),815
2124,Tawau (TAW),Muara (MUR),543
2125,Tawau (TAW),My Tho (MUT),1020
2126,Tawau (TAW),Nghi Son (NGH),1360
2127,Tawau (TAW),Nunukan (NNX),40
2128,Tawau (TAW),Pasir Gudang (PAS),1249
2129,Tawau (TAW),Port Klang (PKL),1691
2130,Tawau (TAW),Poso (POSO),840
2131,Tawau (TAW),Pontianak (POT),1093
2132,Tawau (TAW),Sandakan (SAN),265
2133,Tawau (TAW),Sandakan (SAN),255
2134,Tawau (TAW),Singapore (SG),1240
2135,Tawau (TAW),Songkhla (SK),1480
2136,Tawau (TAW),Semarang - Tanjung Emas (SRG),980
2137,Tawau (TAW),Sarekei (SRK),897
2138,Tawau (TAW),Surabaya (SUBY),865
2139,Tawau (TAW),Tacloban (TAC),680
2140,Tawau (TAW),Tagbilaran (TAG),544
2141,Tawau (TAW),Terengganu (TGG),1254
2142,Tawau (TAW),Tanjung Batu (TJQ),1240
2143,Tawau (TAW),Can Tho (VCA),1071
2144,Terengganu (TGG),Bahodopi (BHDP),1740
2145,Terengganu (TGG),Bintulu (BIN),628
